Target,Uniprot,Multiplicity
P33981_3gfw,P33981,1
P30405_6r8w,P30405,2
P21836_2xui,P21836,1
P23687_3eq7,P23687,1
O76083_3k3e,O76083,1
O43175_6rih,O43175,1
Q05097_5mih,Q05097,1
P24941_4cfx,P24941,3
P08246_5a0b,P08246,4
Q8TEK3_5dry,Q8TEK3,1
O76074_3sie,O76074,2
Q99QC1_5k1f,Q99QC1,1
P24941_3rak,P24941,3
P14900_2uuo,P14900,1
P07267_1fq8,P07267,3
Q13093_5jat,Q13093,1
O74036_4b2l,O74036,2
W7JP72_5zh4,W7JP72,1
P04637_5g4n,P04637,10
P39045_3zcz,P39045,2
P63820_4nau,P63820,3
P23687_4bcd,P23687,1
Q9WUL6_6g4y,Q9WUL6,1
P0AGF4_4gby,P0AGF4,5
Q96C86_3bl7,Q96C86,2
P0AEG4_6pvz,P0AEG4,2
P03474_1inf,P03474,2
O60885_4o76,O60885,1
O06543_2yim,O06543,1
Q8Q3H0_4a6b,Q8Q3H0,1
Q12852_5ceo,Q12852,1
P07900_4cwq,P07900,1
Q9BJF5_3t3u,Q9BJF5,1
P00797_2iko,P00797,1
P53582_2g6p,P53582,1
Q9ELS8_2oc7,Q9ELS8,1
P56817_3zov,P56817,3
Q8WTS6_3cbp,Q8WTS6,1
P24182_2v5a,P24182,2
Q01693_1txr,Q01693,1
O14757_4jik,O14757,2
Q05397_4ebw,Q05397,1
P24182_3rv4,P24182,2
Q9Y233_5b4l,Q9Y233,1
O14965_2j50,O14965,3
Q70I53_1zz1,Q70I53,2
O60885_4o77,O60885,1
P22303_6o4x,P22303,1
P48736_4flh,P48736,1
P03369_3ekv,P03369,1
P04150_1nhz,P04150,4
P37231_2q8s,P37231,2
P07900_2yki,P07900,1
Q8I6V3_5yid,Q8I6V3,1
Q01064_5up0,Q01064,1
P00918_4zwx,P00918,3
P51449_6cn5,P51449,3
Q9BJF5_3sx9,Q9BJF5,1
D0PY27_4tya,D0PY27,2
P28482_5nhj,P28482,4
O00255_5ddb,O00255,3
Q92731_2qtu,Q92731,2
O00214_5t7s,O00214,1
A5H660_6hti,A5H660,3
P93836_5yy6,P93836,1
Q01217_3zzf,Q01217,1
O38732_2psu,O38732,1
P04629_6nsp,P04629,1
P02867_1rin,P02867,1
P24941_4eor,P24941,3
P56817_4x2l,P56817,3
P00749_1owj,P00749,2
P34913_5am0,P34913,1
Q05127_4ibg,Q05127,2
Q9NYY3_4i5p,Q9NYY3,1
Q08638_2j77,Q08638,1
A8DG50_6cvy,A8DG50,1
P00722_3t09,P00722,1
Q9UM07_4x8g,Q9UM07,1
P31751_2x39,P31751,1
P56817_2viz,P56817,3
Q9Y233_4heu,Q9Y233,1
Q70I53_5g1a,Q70I53,3
P24182_3rv3,P24182,2
Q16539_3l8x,Q16539,4
P0A884_1f4f,P0A884,1
P00800_5n3v,P00800,12
P24941_2r3h,P24941,2
P55201_5o5f,P55201,1
Q16539_4eh5,Q16539,4
P12931_1o4p,P12931,2
P37268_3wcf,P37268,1
P09467_2y5l,P09467,3
P56817_6jsg,P56817,3
P80366_6g46,P80366,12
P00918_4mo8,P00918,3
Q92793_5mpn,Q92793,2
Q96RI1_5q1c,Q96RI1,1
P56817_2wf3,P56817,3
P53582_4ikt,P53582,1
P07379_3moe,P07379,2
P36639_5ant,P36639,1
Q9Y6M4_4hgl,Q9Y6M4,1
P07900_2byi,P07900,1
P0A6I6_6cck,P0A6I6,1
Q834R3_6qxs,Q834R3,2
Q90K99_3o9i,Q90K99,1
P08581_6sde,P08581,1
P43166_6h37,P43166,1
Q9RVD6_2a4m,Q9RVD6,1
P12493_4xrq,P12493,1
Q16539_4dli,Q16539,4
P01375_6op0,P01375,1
Q9Y233_4mvh,Q9Y233,1
Q9WYE2_2zx6,Q9WYE2,1
Q13490_4eb9,Q13490,2
O75164_3njy,O75164,1
P9WMC1_5mys,P9WMC1,1
O00329_5dxu,O00329,1
P39900_3f16,P39900,1
P00749_5zaj,P00749,3
Q6Q3H7_4p7s,Q6Q3H7,1
P00436_3pcb,P00436,3
P04058_6h14,P04058,8
P17931_5nfa,P17931,1
O14965_5orx,O14965,3
P56817_2b8v,P56817,3
P43405_4px6,P43405,1
O14757_5oot,O14757,2
P03367_7upj,P03367,2
P43912_4mcd,P43912,1
P00489_4mi6,P00489,4
O14757_5op4,O14757,2
P00651_1rgk,P00651,1
P50053_5wbz,P50053,2
P03951_4x6n,P03951,2
B0B0V1_3k00,B0B0V1,1
Q8SR45_3fmr,Q8SR45,1
P11309_2o63,P11309,1
P78417_6pnm,P78417,1
Q9Z2X8_5fnr,Q9Z2X8,1
O67854_4mma,O67854,5
P39900_3n2v,P39900,1
Q0A480_4ks2,Q0A480,1
Q99683_5vio,Q99683,1
P15917_1yqy,P15917,1
P56817_2qu3,P56817,3
P04637_6ggf,P04637,10
P61823_1afk,P61823,1
P62508_6i63,P62508,1
O60341_5lbq,O60341,1
P00760_1g36,P00760,2
Q92793_5dbm,Q92793,2
Q16651_3e16,Q16651,1
Q000H7_3r0y,Q000H7,1
P56817_4lxk,P56817,3
Q9Z2X8_6qme,Q9Z2X8,1
P0AFG9_3lq2,P0AFG9,1
P22102_4ew2,P22102,1
P04190_4c1h,P04190,1
P41182_5x9o,P41182,3
Q9P2K8_6n3o,Q9P2K8,1
P56817_4xxs,P56817,3
P07900_3b24,P07900,1
Q5HSJ4_4yb7,Q5HSJ4,1
P00749_1w13,P00749,3
Q16539_3mvm,Q16539,4
P22455_4xcu,P22455,1
O43175_6rj3,O43175,1
P45452_3i7g,P45452,1
P0A884_1jtq,P0A884,1
O76074_4g2y,O76074,2
A4TVL0_6r13,A4TVL0,1
Q8WUI4_3znr,Q8WUI4,1
P14735_4dwk,P14735,2
Q83883_6bic,Q83883,1
Q9GPQ4_1hp0,Q9GPQ4,1
P08709_2flr,P08709,1
O15164_4yad,O15164,1
P60546_2f3r,P60546,1
P15917_5d1s,P15917,1
P49841_4acg,P49841,2
Q9BYW2_5lt6,Q9BYW2,1
P25440_4qev,P25440,2
Q92769_5iwg,Q92769,3
P00918_5llc,P00918,3
M5AAG8_6jon,M5AAG8,1
Q16539_3mvl,Q16539,4
Q9EQY0_4pl5,Q9EQY0,2
P58154_4qab,P58154,12
P28482_5nhv,P28482,4
C3W5S0_5wef,C3W5S0,2
Q9HGR1_4ymh,Q9HGR1,1
P08709_4jzf,P08709,1
O43451_3l4y,O43451,1
O57947_5yfs,O57947,4
Q4WW81_4c1y,Q4WW81,6
P52333_4rio,P52333,2
P02768_3cx9,P02768,8
P00720_4i7m,P00720,1
Q9Y233_6iji,Q9Y233,1
P45452_1xur,P45452,1
O75530_5wuk,O75530,2
O15530_1oky,O15530,4
O60885_5d3j,O60885,1
O60885_6fnx,O60885,1
P31153_5ugh,P31153,3
P39086_2znt,P39086,1
Q5SLD7_6jag,Q5SLD7,1
P51955_4a4x,P51955,1
P00918_5fni,P00918,3
P24941_3pj8,P24941,2
P24941_2c6i,P24941,2
P9WMC1_5mym,P9WMC1,1
P31749_4gv1,P31749,2
Q16539_3hvc,Q16539,4
P03951_5qtu,P03951,2
Q72498_3ao4,Q72498,3
P03372_2qe4,P03372,1
P46925_4ya8,P46925,1
P43405_5cxz,P43405,1
P56817_5kqf,P56817,3
P22734_6gy1,P22734,5
P24941_3ig7,P24941,2
P35439_1pbq,P35439,1
O00408_5tzx,O00408,1
Q89ZI2_2w4x,Q89ZI2,1
Q13526_2xpa,Q13526,1
Q5A4W8_5n16,Q5A4W8,1
P25440_6ffg,P25440,2
P00489_1pyg,P00489,4
P29375_6dq5,P29375,1
P02879_4mx5,P02879,1
Q13153_4eqc,Q13153,1
P02866_4pf5,P02866,1
Q04609_4oc3,Q04609,5
P33981_4c4i,P33981,1
O14965_3qbn,O14965,4
P00469_3ik1,P00469,1
P03369_1kzk,P03369,1
P19491_1m5d,P19491,2
Q2QEH4_3hiv,Q2QEH4,1
P0A786_2h3e,P0A786,1
A4TVL0_6r11,A4TVL0,1
Q9NUW8_6dhu,Q9NUW8,1
O14757_2xf0,O14757,2
P00797_4gjb,P00797,3
P29597_6nzp,P29597,1
P19491_1mxu,P19491,2
Q9H2K2_4j21,Q9H2K2,2
P14555_3u8d,P14555,1
Q16539_2zb1,Q16539,4
P19491_1my3,P19491,2
P03962_1dqx,P03962,2
P14324_5ksx,P14324,3
P56817_6uwv,P56817,3
P09211_1lbk,P09211,5
Q8N1Q1_4qjx,Q8N1Q1,1
P37231_6md4,P37231,2
P33981_3wyx,P33981,1
P27487_5t4b,P27487,11
Q92731_2giu,Q92731,2
Q13093_5lz8,Q13093,1
Q9H2K2_5akw,Q9H2K2,2
Q99683_6e2n,Q99683,2
Q24451_2f1a,Q24451,2
P03367_3ggu,P03367,2
P11021_5ey4,P11021,1
P00517_2ojf,P00517,1
P02768_1h9z,P02768,8
P00918_6bc9,P00918,3
P12931_1o4q,P12931,2
P41182_6cq1,P41182,4
P14324_3n45,P14324,3
Q9Y233_5dh5,Q9Y233,1
P00533_5hg9,P00533,1
B5II98_6mmq,B5II98,3
Q08499_6f8w,Q08499,3
C7C422_6d1j,C7C422,1
Q43965_5kbe,Q43965,1
P22629_1swg,P22629,3
P27487_2qtb,P27487,11
P48736_3l13,P48736,1
Q07820_5fdo,Q07820,1
O35820_4kxm,O35820,3
Q5SLI8_4s3e,Q5SLI8,1
P02879_4mx1,P02879,1
P00742_2phb,P00742,2
P22455_6nvi,P22455,1
P07900_5j8m,P07900,1
Q14397_4olh,Q14397,1
Q00987_5j7f,Q00987,3
P00797_2g24,P00797,2
P90551_1n1g,P90551,1
O74036_4b35,O74036,2
Q9Y233_6kdx,Q9Y233,1
P28248_2j4q,P28248,1
Q01693_3b3s,Q01693,1
P26663_3d5m,P26663,3
P24941_2vtm,P24941,2
O92972_3u4r,O92972,3
P03366_4zip,P03366,1
P0A7D4_1juy,P0A7D4,1
P01868_1dbj,P01868,1
P48736_4wwo,P48736,1
Q64823_3qnd,Q64823,2
Q9UM73_4fnz,Q9UM73,1
P00651_1rgl,P00651,1
P09211_3dgq,P09211,3
P00730_1iy7,P00730,1
P04587_2avv,P04587,1
O26232_1lol,O26232,2
O60674_4yth,O60674,2
P39900_2woa,P39900,1
Q99683_6e2m,Q99683,1
P49773_5km2,P49773,2
O26232_3w07,O26232,1
O88703_5khj,O88703,1
C3W5S0_5we9,C3W5S0,2
P03366_1hih,P03366,1
P25440_4uyh,P25440,2
P11309_2o3p,P11309,1
O60885_6ft4,O60885,1
A4ZF98_5nz2,A4ZF98,1
P00489_6gpb,P00489,4
Q92793_5lpj,Q92793,2
Q9NWT6_2yc0,Q9NWT6,1
Q9ZMY2_4wkp,Q9ZMY2,2
P13053_3w5t,P13053,1
P00533_6s8a,P00533,1
P43405_4xg3,P43405,1
Q9H7Z6_6oiq,Q9H7Z6,1
P54922_6g28,P54922,1
P10275_5v8q,P10275,4
Q9HY79_6nlj,Q9HY79,6
C7Q5P8_5d1n,C7Q5P8,1
Q9WY43_4yvz,Q9WY43,1
P00760_1y3v,P00760,2
Q9GK12_5e0a,Q9GK12,1
P24941_1pxn,P24941,2
Q13526_3kah,Q13526,1
P00797_2g1r,P00797,3
P12694_1olu,P12694,1
O60341_5lgn,O60341,1
P07267_1fq6,P07267,3
Q8IYT8_6qau,Q8IYT8,1
Q13526_3kai,Q13526,1
P80188_1l6m,P80188,1
P00772_1eas,P00772,1
P45452_1xud,P45452,1
P60472_4h3c,P60472,1
P00533_5x28,P00533,1
P09467_2fix,P09467,3
A8DG50_3su3,A8DG50,1
P02701_2jgs,P02701,4
P00918_5n0d,P00918,3
P56524_6fyz,P56524,1
P0A3F4_4c3k,P0A3F4,3
P51449_6j1l,P51449,3
P0AE18_2gg0,P0AE18,1
O95271_4n4v,O95271,2
P00749_2viw,P00749,3
P08709_1w7x,P08709,1
P09960_3cho,P09960,1
P04058_3i6z,P04058,8
P0C6E9_6eku,P0C6E9,1
Q9C9C9_5mek,Q9C9C9,1
Q08602_3pz2,Q08602,1
P50097_1pvn,P50097,4
O15294_6ma1,O15294,4
Q05097_3zyf,Q05097,1
Q9UM73_4clj,Q9UM73,1
P11309_5o11,P11309,1
P56817_4l7j,P56817,3
Q92793_5mme,Q92793,2
P28482_5k4i,P28482,4
P00722_3vd4,P00722,1
O14757_2e9v,O14757,2
P56817_2vie,P56817,3
Q08499_1y2e,Q08499,3
P00722_3dyo,P00722,1
O04379_4g0z,O04379,1
P06280_4nxs,P06280,2
Q8Y8D7_4dy6,Q8Y8D7,1
P28720_1k4h,P28720,3
P09960_2r59,P09960,1
C3W5S0_5w92,C3W5S0,2
Q9R1E6_5ohi,Q9R1E6,1
P56817_3l59,P56817,3
P24666_5kqg,P24666,1
P53779_3da6,P53779,1
P11609_5tw2,P11609,4
Q9KPL5_4pd9,Q9KPL5,2
P52732_2q2y,P52732,3
P11172_2qcf,P11172,1
P00918_3ni5,P00918,3
T2LG16_4led,T2LG16,2
Q9K2N0_5lca,Q9K2N0,2
P51449_5ejv,P51449,3
P26663_3cj4,P26663,3
P00533_4rj4,P00533,1
P48736_4hvb,P48736,1
Q16658_6i14,Q16658,1
P08631_5h0g,P08631,1
P00918_4q07,P00918,3
P09874_6bhv,P09874,1
Q01064_5w6e,Q01064,1
P25440_6mo8,P25440,2
Q96RI1_5q0y,Q96RI1,1
P25779_1me3,P25779,1
P07379_2rk7,P07379,2
P9WNP1_5duf,P9WNP1,1
P03369_1b6l,P03369,1
P49336_5bnj,P49336,1
P36639_5anv,P36639,1
P11444_3uxk,P11444,2
O96935_3t8v,O96935,1
P04629_6dkg,P04629,1
P24941_3r9d,P24941,2
Q93009_5vsb,Q93009,2
O28751_2bfr,O28751,1
P15379_4mre,P15379,1
Q9Y3R4_2f0z,Q9Y3R4,3
P9WKX5_6bs3,P9WKX5,1
Q9KPL5_4pd6,Q9KPL5,2
P20035_3ozg,P20035,1
P08581_4deg,P08581,1
P00918_1i9q,P00918,3
P09598_1p6d,P09598,1
P00760_2zhd,P00760,2
P03366_2wl0,P03366,1
O92972_3tyq,O92972,3
P61823_4rsk,P61823,1
Q9Y6M4_4hgs,Q9Y6M4,1
P00918_1g48,P00918,3
Q8NEB9_4uwh,Q8NEB9,1
P08581_3zc5,P08581,1
P33981_5ljj,P33981,1
P00722_1px4,P00722,1
Q9Y233_5znl,Q9Y233,1
P00742_2vwl,P00742,2
O96935_4r5t,O96935,1
P53355_5aux,P53355,1
A9JQL9_3tfv,A9JQL9,1
O80992_4la7,O80992,1
Q5SLI8_4s3f,Q5SLI8,1
Q9UM73_4cmo,Q9UM73,1
Q9AMP1_3arw,Q9AMP1,1
P07900_4b7p,P07900,1
O75164_6h4r,O75164,2
P63104_6fn9,P63104,1
O43570_4ht2,O43570,1
Q15119_5j71,Q15119,3
Q8IL11_4r6t,Q8IL11,1
Q4CWB4_3wcg,Q4CWB4,1
Q9NWZ3_5w85,Q9NWZ3,1
P00489_2g9v,P00489,4
P25440_4mr6,P25440,2
P27487_3g0b,P27487,11
P17612_3agl,P17612,1
Q07820_3wiy,Q07820,1
P03951_4cra,P03951,2
Q8WUI4_3zns,Q8WUI4,1
Q9Y233_5c2h,Q9Y233,1
Q9KPL5_4pb1,Q9KPL5,2
Q16539_4dlj,Q16539,4
Q9BH77_1nhw,Q9BH77,1
Q08345_5fdp,Q08345,1
P23458_6n7d,P23458,1
Q92793_6alc,Q92793,2
Q96GG9_5ufi,Q96GG9,1
Q8E378_5jf7,Q8E378,1
O43175_5nzo,O43175,1
P03367_3pwm,P03367,2
Q9H2K2_4ufu,Q9H2K2,2
Q5G940_3cf8,Q5G940,10
P56817_3ohh,P56817,3
P81947_5osk,P81947,9
P00918_6e91,P00918,3
Q13153_4zy4,Q13153,1
Q9H2K2_4ui8,Q9H2K2,2
P00533_5caq,P00533,1
Q834R3_3uwl,Q834R3,1
Q9BYW2_5lss,Q9BYW2,1
P95607_3i4y,P95607,1
P23007_1csr,P23007,1
P0C512_3axm,P0C512,1
Q9Y657_5jsj,Q9Y657,1
P56817_3lnk,P56817,3
P0A6R0_5bnr,P0A6R0,1
Q08345_6gwr,Q08345,1
P00918_2pov,P00918,3
P10275_3b66,P10275,4
Q9K2N0_5n4t,Q9K2N0,2
P11172_2qcd,P11172,2
P43250_3nyn,P43250,1
O14965_3h0y,O14965,4
B1MDI3_6qre,B1MDI3,2
P03372_1sj0,P03372,1
P00533_5cao,P00533,1
P29375_6dqa,P29375,1
Q93009_6f5h,Q93009,2
P34913_5aln,P34913,1
Q9Y6F1_4l7o,Q9Y6F1,1
Q08345_6hp9,Q08345,1
P00918_1i9m,P00918,3
Q8TEK3_6ten,Q8TEK3,1
P08581_3cd8,P08581,1
P00533_5c8m,P00533,1
P61823_1z6d,P61823,1
P41595_6drx,P41595,2
P00797_3gw5,P00797,2
Q08499_2qyn,Q08499,3
P43490_4kfp,P43490,2
Q13627_6t6a,Q13627,3
P00742_3kqe,P00742,2
Q5HGZ3_3u7k,Q5HGZ3,1
O60674_4gfm,O60674,2
P07900_3hek,P07900,1
Q8WQX9_5l8y,Q8WQX9,1
P25440_5ek9,P25440,2
P43873_6oi8,P43873,1
Q9ZMY2_4ffs,Q9ZMY2,1
Q24451_3d4y,Q24451,2
O60885_4lzs,O60885,1
Q13451_4jfj,Q13451,1
P09960_1hs6,P09960,1
P00746_5nar,P00746,2
Q460N5_5lyh,Q460N5,1
O60885_4e96,O60885,1
Q93009_5uqx,Q93009,2
Q8WSF8_2y57,Q8WSF8,2
Q02750_4lmn,Q02750,1
P04585_1bwb,P04585,1
P24941_2xmy,P24941,2
Q6GJI9_4qga,Q6GJI9,1
P29274_5iu8,P29274,5
Q92793_5nu3,Q92793,2
Q9BX68_5km9,Q9BX68,1
O32243_3ppp,O32243,1
O15530_1uu9,O15530,4
P28720_4q4o,P28720,3
P43490_4o10,P43490,2
P56817_2qk5,P56817,1
O60502_6pm9,O60502,3
O60885_4z93,O60885,1
Q0P8Q4_5a5d,Q0P8Q4,1
P0AES6_5z4h,P0AES6,2
P11588_1qy2,P11588,1
Q13822_4zga,Q13822,1
P00520_3ik3,P00520,2
Q08602_3pz1,Q08602,1
P10828_1nq0,P10828,1
P08709_4jyu,P08709,1
P07900_2ccu,P07900,1
C3W5S0_5wdw,C3W5S0,2
P39086_3fv1,P39086,1
O35904_5t2b,O35904,1
Q9NUW8_6dji,Q9NUW8,1
O54438_4bo2,O54438,2
P04629_4pmm,P04629,1
Q6PL18_6hdn,Q6PL18,5
P26663_2wcx,P26663,3
P24941_1pxp,P24941,2
Q13133_3ipu,Q13133,1
P04629_6npt,P04629,1
P10538_1wdr,P10538,1
Q03181_5zxi,Q03181,3
P19491_2al5,P19491,2
P0C6U8_2zu4,P0C6U8,1
Q8WSF8_4dbm,Q8WSF8,2
P02766_2b9a,P02766,1
Q14289_3h3c,Q14289,1
P03366_2wkz,P03366,1
Q16875_6ibx,Q16875,2
Q08499_3g58,Q08499,3
A0QWG6_2gek,A0QWG6,1
Q4WW81_4d52,Q4WW81,6
P08254_1d5j,P08254,1
P00517_2gni,P00517,1
P03472_1nnb,P03472,1
C1JZ07_6cwf,C1JZ07,2
O00408_5u7i,O00408,1
Q9UIF8_4ir6,Q9UIF8,1
P15056_4xv3,P15056,2
P36897_5qik,P36897,1
O28524_3ta1,O28524,2
P14751_1nw7,P14751,1
P03369_3ekx,P03369,1
Q15303_2r4b,Q15303,1
P08709_1w2k,P08709,1
P56817_3rvi,P56817,3
P19793_3r2a,P19793,2
Q96C86_3bl9,Q96C86,2
C3W5S0_5w9g,C3W5S0,2
P00918_1g46,P00918,3
P00720_184l,P00720,1
P0AAI5_3ho2,P0AAI5,1
O60885_4z1q,O60885,1
P00918_5ll4,P00918,3
P28523_1zoe,P28523,1
P04818_6pf6,P04818,2
Q6PL18_4tte,Q6PL18,5
P52293_4u5u,P52293,2
P09960_3chp,P09960,1
P00742_2bqw,P00742,2
P24941_3rk9,P24941,2
P11309_4ty1,P11309,1
Q396C9_3juo,Q396C9,1
P26093_3ocz,P26093,1
Q8IKG4_4y6r,Q8IKG4,1
P00489_3g2j,P00489,4
Q9NQR1_5t5g,Q9NQR1,1
P00489_4el0,P00489,4
Q15274_4kww,Q15274,2
Q07343_3w5e,Q07343,1
P44542_3b50,P44542,1
P26446_6i8t,P26446,1
Q9H2K2_4hlk,Q9H2K2,2
P02919_5hl9,P02919,1
P37231_2yfe,P37231,2
P31749_3qkk,P31749,2
P9WPQ5_6czb,P9WPQ5,2
P00352_4wp7,P00352,2
O60674_3fup,O60674,2
P56817_4i10,P56817,3
P28720_1f3e,P28720,3
P00918_3sbh,P00918,3
O60885_5z1s,O60885,1
Q9H7Z6_6oin,Q9H7Z6,1
P03367_3ttp,P03367,2
P07900_1uyd,P07900,1
P52732_2uyi,P52732,3
P95468_2ay7,P95468,3
Q8E378_5jf2,Q8E378,1
P45452_3kec,P45452,1
P56817_4d89,P56817,3
P11172_3ex6,P11172,2
O92139_2bqv,O92139,1
Q8U093_6am8,Q8U093,1
O60674_3jy9,O60674,2
P00918_5sz0,P00918,3
O15530_3rwp,O15530,4
P19999_1bcj,P19999,1
P56740_1rrw,P56740,1
Q9GZZ9_6h78,Q9GZZ9,2
Q24973_1dqn,Q24973,1
Q16790_6g9u,Q16790,1
P56817_3buf,P56817,3
A5K1A2_4bbh,A5K1A2,1
P02649_6ncn,P02649,1
P56817_4i11,P56817,3
P56273_4jrg,P56273,1
P29375_6bgx,P29375,1
P00489_2gm9,P00489,1
O75164_5f3g,O75164,2
Q9K2N0_5le1,Q9K2N0,2
P00918_5tfx,P00918,3
O00329_5ubt,O00329,1
P53779_4z9l,P53779,1
P07900_4o0b,P07900,1
P24941_3dog,P24941,2
P40136_1pk0,P40136,1
Q8WXF7_4idn,Q8WXF7,2
P00491_2on6,P00491,1
P37231_6an1,P37231,2
Q12852_5vo1,Q12852,1
P14324_3n49,P14324,3
P9WFY1_5tci,P9WFY1,1
O15530_1uu7,O15530,4
P00742_1mq6,P00742,2
P07900_5vyy,P07900,1
Q16288_6kzd,Q16288,1
O14965_4uzd,O14965,3
P15090_5hz6,P15090,1
P00918_1ze8,P00918,9
P10538_1wdq,P10538,1
Q14680_5iha,Q14680,1
Q9BJF5_6bfa,Q9BJF5,1
P52732_1q0b,P52732,3
P00918_4z0q,P00918,3
Q26998_1jlr,Q26998,7
Q14397_4ohp,Q14397,1
O00255_4og6,O00255,3
Q00944_4c7t,Q00944,1
P04825_2zxg,P04825,1
O14757_2hxq,O14757,2
O92972_4j06,O92972,3
P00489_3bcs,P00489,4
P06276_6qac,P06276,12
Q9K2N0_5lm6,Q9K2N0,2
Q873X9_2a3a,Q873X9,1
P52732_2x7d,P52732,3
O67854_2q6h,O67854,5
P04150_4csj,P04150,4
Q5SLD7_6j9y,Q5SLD7,1
Q16539_3hv7,Q16539,4
P08235_3wff,P08235,1
O14757_4qye,O14757,2
P21836_2ha0,P21836,4
P22102_4zyt,P22102,1
O15264_4eym,O15264,1
P00929_2clh,P00929,1
P0A0K8_5d7r,P0A0K8,1
O60885_4uiy,O60885,1
P48736_4anw,P48736,1
P56817_5ie1,P56817,3
P29274_5g53,P29274,5
P00519_5hu9,P00519,4
Q02750_4ark,Q02750,1
Q9C0B1_4ie5,Q9C0B1,1
P98170_5c83,P98170,2
P07900_4nh8,P07900,1
Q9H2K2_4hmh,Q9H2K2,2
Q8II92_3t64,Q8II92,3
Q13126_6dz0,Q13126,1
P55201_4uye,P55201,1
P98170_3cm7,P98170,3
O14965_3myg,O14965,4
P00811_2pu2,P00811,1
Q9H2K2_4pnq,Q9H2K2,2
Q9H9B1_3fpd,Q9H9B1,2
P09955_2pjb,P09955,1
P52333_6glb,P52333,2
P00915_6faf,P00915,1
P04905_5fwg,P04905,2
O60885_6dne,O60885,1
P00918_3mhm,P00918,3
P19491_6q60,P19491,2
Q96KQ7_5tuy,Q96KQ7,2
P31751_3d0e,P31751,1
P00800_1tmn,P00800,12
Q92769_4lxz,Q92769,3
P35963_1k6t,P35963,1
P25440_4uyf,P25440,2
A4TVL0_5oh4,A4TVL0,1
P56817_5hdx,P56817,3
Q9BZP6_2ybt,Q9BZP6,1
P07900_3k98,P07900,1
O15826_2yay,O15826,1
P12931_1o4d,P12931,2
P04637_4agm,P04637,10
H2FH31_5f8y,H2FH31,3
Q9UM73_4cmt,Q9UM73,1
P22515_5l6i,P22515,1
O96935_4r5x,O96935,1
P60472_1x07,P60472,1
Q16875_5ajz,Q16875,2
Q16875_5ajw,Q16875,2
P00797_2v12,P00797,2
P11362_4nk9,P11362,1
O43451_3l4t,O43451,1
Q9NZK7_5wzs,Q9NZK7,1
P52732_4bxn,P52732,3
P56817_4jpe,P56817,3
P05164_5qj2,P05164,1
P31749_6hhi,P31749,2
P00492_5w8v,P00492,1
P95468_2ay4,P95468,3
S8G8I1_5xig,S8G8I1,1
P00918_3oys,P00918,3
Q9NZQ7_5n2d,Q9NZQ7,1
O95819_4u45,O95819,2
P04587_2bpy,P04587,1
Q80J95_3ur0,Q80J95,2
P33981_4c4e,P33981,1
P03372_1xp1,P03372,1
P11309_3jy0,P11309,1
Q04631_1nl4,Q04631,1
Q04609_6fe5,Q04609,5
P55201_5mwh,P55201,1
P42574_3h0e,P42574,1
Q08499_1mkd,Q08499,3
Q60187_3b2q,Q60187,2
Q04609_4oc0,Q04609,5
Q13464_3tv7,Q13464,2
Q13526_2xp4,Q13526,1
P00918_6odz,P00918,3
P08238_5ucj,P08238,1
P14385_2adm,P14385,1
O15164_5h1v,O15164,1
P56817_4i1c,P56817,3
Q00955_5cte,Q00955,3
P09104_4zcw,P09104,1
Q90K99_3o9e,Q90K99,1
P15917_4pkr,P15917,1
O15530_1w1g,O15530,1
Q12931_5y3o,Q12931,2
P49759_6q8p,P49759,1
Q99683_4bhn,Q99683,1
Q54276_1w1p,Q54276,1
O60674_4ytf,O60674,2
A5H660_6hrq,A5H660,3
P35844_1zhy,P35844,1
P10275_5t8e,P10275,4
P28720_1s38,P28720,3
P03951_5e2o,P03951,2
P24941_2c68,P24941,2
P26281_4m5i,P26281,1
O53512_3rzi,O53512,1
O60885_5f63,O60885,1
Q83883_5t6f,Q83883,1
Q90K99_4djq,Q90K99,1
P10828_3imy,P10828,1
P08581_3cth,P08581,1
P00760_5lh8,P00760,2
P09960_3fun,P09960,1
P33981_5n7v,P33981,1
P39900_3f17,P39900,1
P56817_3fkt,P56817,3
P52732_2uym,P52732,3
P56524_4cby,P56524,1
Q8PWY1_6aao,Q8PWY1,1
Q02763_2p4i,Q02763,1
O92972_4ju6,O92972,3
P16753_1nkm,P16753,1
B5II98_6mm2,B5II98,1
Q08499_6f8v,Q08499,3
P00533_2jiu,P00533,1
Q9H2K2_4j3l,Q9H2K2,2
P56817_3wb5,P56817,3
Q6PL18_5a5q,Q6PL18,5
Q89ZI2_2xm1,Q89ZI2,1
P26281_5etp,P26281,1
P04191_5a3s,P04191,3
O75530_5h15,O75530,2
Q460N5_6fym,Q460N5,1
P03366_3nuo,P03366,1
P42530_2vmd,P42530,1
Q92793_5nlk,Q92793,2
Q58EU8_1yej,Q58EU8,1
Q16539_6sfk,Q16539,4
O76083_4y87,O76083,1
P25774_2hh5,P25774,1
P00519_3qri,P00519,4
P07900_3rlr,P07900,1
Q04609_4oc2,Q04609,5
P26663_3cj3,P26663,3
P15056_3tv6,P15056,2
P00918_5sz6,P00918,3
P28482_5bui,P28482,4
Q9UIF8_5or9,Q9UIF8,1
Q5SLD7_6j9w,Q5SLD7,1
P00491_2oc4,P00491,1
Q04759_4q9z,Q04759,1
P04818_6pf3,P04818,2
Q92793_6axq,Q92793,2
P81245_1dzm,P81245,1
P00797_3q5h,P00797,2
